,product_category(1),product_category(2),product_category(3),product_category(4),product_category(5),product_category(6)
17560,0,0,0,0,0,0
17561,0,0,0,0,0,0
17562,1,1,0,0,0,0
17563,6,21,0,0,0,0
17564,0,0,0,0,0,0
17565,0,0,0,0,0,0
17566,8,36,379,397,0,0
17567,2,2,1,9,3,0
17568,10,25,236,427,0,0
17569,3,12,78,297,0,0
17570,0,0,0,0,0,0
17571,0,0,0,0,0,0
17572,5,91,225,0,0,0
17573,2,20,142,121,0,0
17574,10,25,45,254,0,0
17575,4,38,48,163,0,0
17576,15,46,305,421,0,0
17577,1,1,0,0,0,0
17578,0,0,0,0,0,0
17579,3,16,16,0,0,0
17580,2,2,1,15,17,0
17581,12,30,37,20,255,0
17582,0,0,0,0,0,0
17583,0,0,0,0,0,0
17584,6,21,0,0,0,0
17585,1,9,66,0,0,0
17586,0,0,0,0,0,0
17587,3,49,127,106,38,0
17588,4,5,324,308,0,0
17589,9,13,234,0,0,0
17590,0,0,0,0,0,0
17591,1,9,14,0,0,0
17592,0,0,0,0,0,0
17593,0,0,0,0,0,0
17594,0,0,0,0,0,0
17595,14,82,271,571,0,0
17596,4,28,76,0,0,0
17597,0,0,0,0,0,0
17598,1,9,14,0,0,0
17599,0,0,0,0,0,0
17600,0,0,0,0,0,0
17601,12,30,37,28,104,0
17602,1,29,34,0,0,0
17603,4,14,38,498,0,0
17604,12,30,37,65,33,46
17605,8,34,227,0,0,0
17606,8,15,15,0,0,0
17607,4,38,48,30,0,0
17608,8,15,15,0,0,0
17609,4,14,13,46,0,0
17610,1,9,14,0,0,0
17611,3,3,2,2,0,0
17612,2,2,1,75,46,8
17613,8,11,10,0,0,0
17614,0,0,0,0,0,0
17615,0,0,0,0,0,0
17616,0,0,0,0,0,0
17617,3,3,2,2,0,0
17618,0,0,0,0,0,0
17619,0,0,0,0,0,0
17620,0,0,0,0,0,0
17621,2,2,1,15,133,0
17622,0,0,0,0,0,0
17623,0,0,0,0,0,0
17624,0,0,0,0,0,0
17625,0,0,0,0,0,0
17626,1,17,140,0,0,0
17627,0,0,0,0,0,0
17628,4,5,26,14,0,0
17629,0,0,0,0,0,0
17630,3,3,2,5,1,0
17631,0,0,0,0,0,0
17632,0,0,0,0,0,0
17633,12,30,130,208,0,0
17634,0,0,0,0,0,0
17635,0,0,0,0,0,0
17636,9,31,80,64,0,0
17637,3,3,2,2,0,0
17638,4,28,76,0,0,0
17639,12,30,291,572,256,0
17640,1,9,66,0,0,0
17641,3,8,77,0,0,0
17642,0,0,0,0,0,0
17643,0,0,0,0,0,0
17644,0,0,0,0,0,0
17645,0,0,0,0,0,0
17646,0,0,0,0,0,0
17647,0,0,0,0,0,0
17648,0,0,0,0,0,0
17649,1,9,14,0,0,0
17650,0,0,0,0,0,0
17651,0,0,0,0,0,0
17652,1,9,65,49,0,0
17653,1,9,49,31,0,0
17654,5,39,51,0,0,0
17655,6,21,0,0,0,0
17656,6,19,0,0,0,0
17657,0,0,0,0,0,0
17658,1,9,55,37,0,0
17659,0,0,0,0,0,0
17660,0,0,0,0,0,0
17661,0,0,0,0,0,0
17662,0,0,0,0,0,0
17663,4,14,13,6,0,0
17664,1,9,8,0,0,0
17665,2,2,1,9,96,0
17666,0,0,0,0,0,0
17667,1,1,0,0,0,0
17668,0,0,0,0,0,0
17669,0,0,0,0,0,0
17670,0,0,0,0,0,0
17671,1,1,0,0,0,0
17672,1,29,34,0,0,0
17673,0,0,0,0,0,0
17674,0,0,0,0,0,0
17675,0,0,0,0,0,0
17676,0,0,0,0,0,0
17677,0,0,0,0,0,0
17678,0,0,0,0,0,0
17679,2,2,1,9,37,0
17680,8,63,163,0,0,0
17681,0,0,0,0,0,0
17682,4,42,63,73,0,0
17683,4,14,13,11,0,0
17684,3,18,18,7,0,0
17685,5,53,420,0,0,0
17686,8,68,129,0,0,0
17687,0,0,0,0,0,0
17688,0,0,0,0,0,0
17689,4,5,26,48,0,0
17690,0,0,0,0,0,0
17691,0,0,0,0,0,0
17692,15,46,214,185,0,0
17693,5,39,51,0,0,0
17694,15,46,368,0,0,0
17695,0,0,0,0,0,0
17696,0,0,0,0,0,0
17697,0,0,0,0,0,0
17698,0,0,0,0,0,0
17699,0,0,0,0,0,0
17700,0,0,0,0,0,0
17701,8,24,23,0,0,0
17702,0,0,0,0,0,0
17703,3,3,2,2,0,0
17704,3,3,2,2,0,0
17705,1,9,8,0,0,0
17706,4,14,13,83,0,0
17707,5,40,316,0,0,0
17708,0,0,0,0,0,0
17709,0,0,0,0,0,0
17710,1,1,0,0,0,0
17711,3,18,18,26,0,0
17712,0,0,0,0,0,0
17713,0,0,0,0,0,0
17714,1,1,0,0,0,0
17715,0,0,0,0,0,0
17716,0,0,0,0,0,0
17717,0,0,0,0,0,0
17718,0,0,0,0,0,0
17719,1,9,66,0,0,0
17720,8,24,23,0,0,0
17721,0,0,0,0,0,0
17722,0,0,0,0,0,0
17723,5,45,285,0,0,0
17724,17,55,218,188,0,0
17725,1,9,53,129,0,0
17726,0,0,0,0,0,0
17727,4,26,289,267,0,0
17728,8,34,41,367,0,0
17729,0,0,0,0,0,0
17730,0,0,0,0,0,0
17731,6,21,0,0,0,0
17732,0,0,0,0,0,0
17733,0,0,0,0,0,0
17734,1,9,55,161,0,0
17735,11,102,295,0,0,0
17736,0,0,0,0,0,0
17737,8,24,23,0,0,0
17738,0,0,0,0,0,0
17739,1,1,0,0,0,0
17740,0,0,0,0,0,0
17741,0,0,0,0,0,0
17742,0,0,0,0,0,0
17743,1,9,14,0,0,0
17744,0,0,0,0,0,0
17745,0,0,0,0,0,0
17746,0,0,0,0,0,0
17747,0,0,0,0,0,0
17748,3,12,67,84,71,0
17749,2,2,1,98,0,0
17750,4,38,311,288,123,0
17751,12,30,37,28,9,0
17752,3,16,111,93,89,0
17753,0,0,0,0,0,0
17754,1,23,22,0,0,0
17755,3,3,2,2,0,0
17756,4,14,13,11,0,0
17757,0,0,0,0,0,0
17758,3,18,18,348,0,0
17759,0,0,0,0,0,0
17760,0,0,0,0,0,0
17761,1,9,8,0,0,0
17762,0,0,0,0,0,0
17763,0,0,0,0,0,0
17764,0,0,0,0,0,0
17765,0,0,0,0,0,0
17766,0,0,0,0,0,0
17767,0,0,0,0,0,0
17768,4,14,13,6,0,0
17769,8,24,23,0,0,0
17770,2,2,20,0,0,0
17771,8,34,41,23,0,0
17772,5,73,149,0,0,0
17773,0,0,0,0,0,0
17774,4,26,152,127,0,0
17775,2,20,142,354,0,0
17776,0,0,0,0,0,0
17777,0,0,0,0,0,0
17778,16,101,308,0,0,0
17779,10,25,45,95,0,0
17780,4,48,85,507,0,0
17781,1,9,157,0,0,0
17782,4,38,48,92,0,0
17783,0,0,0,0,0,0
17784,12,92,220,189,79,0
17785,4,14,13,83,0,0
17786,0,0,0,0,0,0
17787,0,0,0,0,0,0
17788,3,18,18,26,0,0
17789,11,64,180,277,0,0
17790,3,3,2,2,0,0
17791,4,28,353,0,0,0
17792,0,0,0,0,0,0
17793,0,0,0,0,0,0
17794,3,3,2,2,0,0
17795,0,0,0,0,0,0
17796,7,98,0,0,0,0
17797,3,3,2,2,0,0
17798,0,0,0,0,0,0
17799,2,2,1,98,0,0
17800,0,0,0,0,0,0
17801,0,0,0,0,0,0
17802,2,2,1,9,76,18
17803,5,39,321,0,0,0
17804,0,0,0,0,0,0
17805,3,18,25,13,0,0
17806,17,65,224,573,0,0
17807,5,22,21,0,0,0
17808,11,27,134,0,0,0
17809,0,0,0,0,0,0
17810,8,15,15,0,0,0
17811,0,0,0,0,0,0
17812,10,25,45,181,0,0
17813,1,1,0,0,0,0
17814,3,8,7,0,0,0
17815,0,0,0,0,0,0
17816,0,0,0,0,0,0
17817,4,28,76,0,0,0
17818,11,77,350,0,0,0
17819,9,31,39,272,0,0
17820,0,0,0,0,0,0
17821,0,0,0,0,0,0
17822,0,0,0,0,0,0
17823,5,45,245,0,0,0
17824,13,35,42,0,0,0
17825,10,25,45,51,12,1
17826,12,85,372,391,0,0
17827,0,0,0,0,0,0
17828,3,3,2,2,0,0
17829,0,0,0,0,0,0
17830,8,11,10,0,0,0
17831,1,29,318,329,0,0
17832,1,23,22,0,0,0
17833,0,0,0,0,0,0
17834,0,0,0,0,0,0
17835,2,2,9,32,0,0
17836,1,9,14,0,0,0
17837,0,0,0,0,0,0
17838,1,9,49,31,0,0
17839,3,3,2,2,0,0
17840,0,0,0,0,0,0
17841,0,0,0,0,0,0
17842,4,28,175,244,114,0
17843,3,12,67,84,51,0
17844,5,39,62,0,0,0
17845,3,16,16,0,0,0
17846,4,14,13,29,0,0
17847,1,9,30,0,0,0
17848,12,92,220,189,257,0
17849,0,0,0,0,0,0
17850,0,0,0,0,0,0
17851,0,0,0,0,0,0
17852,2,20,19,137,0,0
17853,0,0,0,0,0,0
17854,0,0,0,0,0,0
17855,0,0,0,0,0,0
17856,8,11,102,0,0,0
17857,4,14,38,56,0,0
17858,1,9,65,49,0,0
17859,1,1,0,0,0,0
17860,0,0,0,0,0,0
17861,0,0,0,0,0,0
17862,0,0,0,0,0,0
17863,4,5,26,14,0,0
17864,6,96,0,0,0,0
17865,4,28,76,0,0,0
17866,12,85,372,391,0,0
17867,0,0,0,0,0,0
17868,3,3,2,5,1,0
17869,3,3,2,2,0,0
17870,0,0,0,0,0,0
17871,0,0,0,0,0,0
17872,0,0,0,0,0,0
17873,8,24,23,0,0,0
17874,3,3,2,2,0,0
17875,0,0,0,0,0,0
17876,0,0,0,0,0,0
17877,20,93,223,194,0,0
17878,10,25,45,95,0,0
17879,3,18,18,7,0,0
17880,0,0,0,0,0,0
17881,4,14,13,46,0,0
17882,0,0,0,0,0,0
17883,11,89,250,502,226,0
17884,5,53,104,0,0,0
17885,4,14,13,83,0,0
17886,4,14,13,11,0,0
17887,14,82,358,370,0,0
17888,0,0,0,0,0,0
17889,1,9,66,0,0,0
17890,0,0,0,0,0,0
17891,1,1,0,0,0,0
17892,0,0,0,0,0,0
17893,0,0,0,0,0,0
17894,0,0,0,0,0,0
17895,2,2,70,221,84,0
17896,0,0,0,0,0,0
17897,0,0,0,0,0,0
17898,4,42,63,197,0,0
17899,4,38,48,30,0,0
17900,1,9,66,0,0,0
17901,4,103,290,0,0,0
17902,0,0,0,0,0,0
17903,0,0,0,0,0,0
17904,0,0,0,0,0,0
17905,3,8,502,0,0,0
17906,3,49,127,106,38,0
17907,5,59,107,0,0,0
17908,2,2,1,9,3,0
17909,0,0,0,0,0,0
17910,2,20,19,137,0,0
17911,3,3,2,2,0,0
17912,4,5,79,61,0,0
17913,0,0,0,0,0,0
17914,4,42,63,239,0,0
17915,1,1,0,0,0,0
17916,0,0,0,0,0,0
17917,0,0,0,0,0,0
17918,0,0,0,0,0,0
17919,0,0,0,0,0,0
17920,1,1,0,0,0,0
17921,8,24,23,0,0,0
17922,3,60,395,0,0,0
17923,5,39,62,0,0,0
17924,1,9,49,31,0,0
17925,1,9,8,0,0,0
17926,4,38,58,574,0,0
17927,0,0,0,0,0,0
17928,4,48,186,0,0,0
17929,0,0,0,0,0,0
17930,3,3,2,5,1,0
17931,0,0,0,0,0,0
17932,5,40,210,0,0,0
17933,3,8,7,0,0,0
17934,10,25,211,318,136,0
17935,3,3,2,5,1,0
17936,0,0,0,0,0,0
17937,10,25,330,326,237,0
17938,0,0,0,0,0,0
17939,4,14,13,83,0,0
17940,0,0,0,0,0,0
17941,0,0,0,0,0,0
17942,2,2,20,0,0,0
17943,4,14,13,11,0,0
17944,8,11,118,0,0,0
17945,3,78,0,0,0,0
17946,8,24,206,0,0,0
17947,4,4,147,0,0,0
17948,0,0,0,0,0,0
17949,9,31,89,70,0,0
17950,0,0,0,0,0,0
17951,1,9,8,0,0,0
17952,0,0,0,0,0,0
17953,0,0,0,0,0,0
17954,0,0,0,0,0,0
17955,10,25,24,314,132,21
17956,0,0,0,0,0,0
17957,0,0,0,0,0,0
17958,0,0,0,0,0,0
17959,2,2,47,27,0,0
17960,1,17,140,0,0,0
17961,0,0,0,0,0,0
17962,8,37,0,0,0,0
17963,0,0,0,0,0,0
17964,2,2,287,303,0,0
17965,0,0,0,0,0,0
17966,8,68,473,0,0,0
17967,0,0,0,0,0,0
17968,0,0,0,0,0,0
17969,8,11,43,0,0,0
17970,3,8,7,0,0,0
17971,0,0,0,0,0,0
17972,0,0,0,0,0,0
17973,8,56,328,0,0,0
17974,1,9,14,0,0,0
17975,0,0,0,0,0,0
17976,0,0,0,0,0,0
17977,0,0,0,0,0,0
17978,0,0,0,0,0,0
17979,2,2,1,9,3,0
17980,4,38,144,237,258,0
17981,12,30,37,65,68,0
17982,0,0,0,0,0,0
17983,5,40,182,0,0,0
17984,1,9,66,0,0,0
17985,5,40,316,0,0,0
17986,4,38,48,163,0,0
17987,1,9,55,37,0,0
17988,0,0,0,0,0,0
17989,11,27,124,439,0,0
17990,4,14,116,117,0,0
17991,0,0,0,0,0,0
17992,5,39,62,0,0,0
17993,0,0,0,0,0,0
17994,0,0,0,0,0,0
17995,0,0,0,0,0,0
17996,4,14,13,11,0,0
17997,3,16,111,200,77,0
17998,4,5,72,126,0,0
17999,0,0,0,0,0,0
18000,3,3,2,2,0,0
18001,0,0,0,0,0,0
18002,1,9,66,0,0,0
18003,0,0,0,0,0,0
18004,2,2,47,74,122,0
18005,4,14,13,11,0,0
18006,0,0,0,0,0,0
18007,0,0,0,0,0,0
18008,1,1,0,0,0,0
18009,5,39,51,0,0,0
18010,0,0,0,0,0,0
18011,1,9,66,0,0,0
18012,0,0,0,0,0,0
18013,3,3,2,2,0,0
18014,0,0,0,0,0,0
18015,11,27,327,0,0,0
18016,2,2,1,9,8,0
18017,0,0,0,0,0,0
18018,8,37,0,0,0,0
18019,0,0,0,0,0,0
18020,3,3,2,2,0,0
18021,11,27,31,286,0,0
18022,1,9,49,31,0,0
18023,9,31,80,196,0,0
18024,5,45,173,0,0,0
18025,4,42,63,73,0,0
18026,5,39,62,0,0,0
18027,0,0,0,0,0,0
18028,2,2,1,9,3,0
18029,4,38,48,30,0,0
18030,0,0,0,0,0,0
18031,3,12,105,529,0,0
18032,0,0,0,0,0,0
18033,0,0,0,0,0,0
18034,3,12,11,4,0,0
18035,0,0,0,0,0,0
18036,0,0,0,0,0,0
18037,0,0,0,0,0,0
18038,0,0,0,0,0,0
18039,3,12,67,54,28,0
18040,0,0,0,0,0,0
18041,0,0,0,0,0,0
18042,4,14,13,11,0,0
18043,12,85,191,155,0,0
18044,0,0,0,0,0,0
18045,0,0,0,0,0,0
18046,3,3,2,2,0,0
18047,14,82,178,290,124,0
18048,1,9,49,31,0,0
18049,0,0,0,0,0,0
18050,3,3,2,2,0,0
18051,1,1,0,0,0,0
18052,0,0,0,0,0,0
18053,3,3,2,2,0,0
18054,0,0,0,0,0,0
18055,0,0,0,0,0,0
18056,0,0,0,0,0,0
18057,0,0,0,0,0,0
18058,11,27,100,575,0,0
18059,9,31,80,196,0,0
18060,0,0,0,0,0,0
18061,3,49,87,0,0,0
18062,0,0,0,0,0,0
18063,0,0,0,0,0,0
18064,1,1,0,0,0,0
18065,0,0,0,0,0,0
18066,0,0,0,0,0,0
18067,4,14,13,11,0,0
18068,0,0,0,0,0,0
18069,0,0,0,0,0,0
18070,0,0,0,0,0,0
18071,0,0,0,0,0,0
18072,0,0,0,0,0,0
18073,3,3,2,2,0,0
18074,4,5,72,126,0,0
18075,4,14,13,25,0,0
18076,0,0,0,0,0,0
18077,17,65,224,398,0,0
18078,1,1,0,0,0,0
18079,0,0,0,0,0,0
18080,5,53,104,0,0,0
18081,0,0,0,0,0,0
18082,0,0,0,0,0,0
18083,0,0,0,0,0,0
18084,1,9,8,0,0,0
18085,1,9,66,0,0,0
18086,0,0,0,0,0,0
18087,2,20,19,137,0,0
18088,3,3,2,2,0,0
18089,3,3,2,2,0,0
18090,0,0,0,0,0,0
18091,0,0,0,0,0,0
18092,0,0,0,0,0,0
18093,0,0,0,0,0,0
18094,1,1,0,0,0,0
18095,0,0,0,0,0,0
18096,8,24,228,0,0,0
18097,0,0,0,0,0,0
18098,2,2,47,91,0,0
18099,2,2,47,74,19,0
18100,3,8,77,0,0,0
18101,0,0,0,0,0,0
18102,0,0,0,0,0,0
18103,0,0,0,0,0,0
18104,1,9,14,0,0,0
18105,0,0,0,0,0,0
18106,3,3,2,2,0,0
18107,10,25,45,51,58,0
18108,2,20,19,137,0,0
18109,1,1,0,0,0,0
18110,4,5,505,0,0,0
18111,8,50,91,0,0,0
18112,1,1,0,0,0,0
18113,0,0,0,0,0,0
18114,0,0,0,0,0,0
18115,5,39,51,0,0,0
18116,4,38,48,212,0,0
18117,0,0,0,0,0,0
18118,0,0,0,0,0,0
18119,8,11,43,0,0,0
18120,0,0,0,0,0,0
18121,0,0,0,0,0,0
18122,0,0,0,0,0,0
18123,6,19,0,0,0,0
18124,0,0,0,0,0,0
18125,4,14,38,21,0,0
18126,2,20,19,137,0,0
18127,1,9,49,31,0,0
18128,0,0,0,0,0,0
18129,8,24,23,0,0,0
18130,0,0,0,0,0,0
18131,0,0,0,0,0,0
18132,1,9,14,0,0,0
18133,0,0,0,0,0,0
18134,0,0,0,0,0,0
18135,9,31,80,196,0,0
18136,9,31,89,70,0,0
18137,0,0,0,0,0,0
18138,3,8,77,0,0,0
18139,9,31,164,0,0,0
18140,0,0,0,0,0,0
18141,3,16,16,0,0,0
18142,0,0,0,0,0,0
18143,0,0,0,0,0,0
18144,5,22,506,0,0,0
18145,0,0,0,0,0,0
18146,0,0,0,0,0,0
18147,1,1,0,0,0,0
18148,0,0,0,0,0,0
18149,10,25,45,225,0,0
18150,1,17,169,0,0,0
18151,0,0,0,0,0,0
18152,0,0,0,0,0,0
18153,1,1,0,0,0,0
18154,0,0,0,0,0,0
18155,15,46,214,185,0,0
18156,0,0,0,0,0,0
18157,1,9,185,153,56,0
18158,17,65,251,228,0,0
18159,0,0,0,0,0,0
18160,5,91,225,0,0,0
18161,4,38,58,487,0,0
18162,1,9,66,0,0,0
18163,0,0,0,0,0,0
18164,1,9,8,0,0,0
18165,0,0,0,0,0,0
18166,0,0,0,0,0,0
18167,0,0,0,0,0,0
18168,8,24,46,0,0,0
18169,0,0,0,0,0,0
18170,1,1,0,0,0,0
18171,0,0,0,0,0,0
18172,12,30,37,96,0,0
18173,4,14,13,46,0,0
18174,1,9,53,86,0,0
18175,0,0,0,0,0,0
18176,8,24,23,0,0,0
18177,0,0,0,0,0,0
18178,4,14,13,11,0,0
18179,0,0,0,0,0,0
18180,1,17,17,0,0,0
18181,0,0,0,0,0,0
18182,1,81,304,0,0,0
18183,5,39,321,0,0,0
18184,1,9,8,0,0,0
18185,0,0,0,0,0,0
18186,0,0,0,0,0,0
18187,2,2,287,422,0,0
18188,4,129,0,0,0,0
18189,0,0,0,0,0,0
18190,0,0,0,0,0,0
18191,0,0,0,0,0,0
18192,0,0,0,0,0,0
18193,6,74,0,0,0,0
18194,0,0,0,0,0,0
18195,1,9,73,0,0,0
18196,0,0,0,0,0,0
18197,0,0,0,0,0,0
18198,3,3,2,5,39,0
18199,1,1,0,0,0,0
18200,0,0,0,0,0,0
18201,0,0,0,0,0,0
18202,8,11,102,0,0,0
18203,0,0,0,0,0,0
18204,1,9,66,0,0,0
18205,10,25,45,43,0,0
18206,9,31,39,22,0,0
18207,3,3,2,2,0,0
18208,3,16,16,0,0,0
18209,1,9,49,31,0,0
18210,0,0,0,0,0,0
18211,0,0,0,0,0,0
18212,0,0,0,0,0,0
18213,0,0,0,0,0,0
18214,0,0,0,0,0,0
18215,0,0,0,0,0,0
18216,0,0,0,0,0,0
18217,1,9,49,31,0,0
18218,4,42,63,162,0,0
18219,1,1,0,0,0,0
18220,3,12,67,84,26,0
18221,0,0,0,0,0,0
18222,1,1,0,0,0,0
18223,0,0,0,0,0,0
18224,0,0,0,0,0,0
18225,4,14,116,117,0,0
18226,9,31,84,66,0,0
18227,0,0,0,0,0,0
18228,0,0,0,0,0,0
18229,9,31,507,576,0,0
18230,8,36,44,0,0,0
18231,3,3,2,2,0,0
18232,4,38,48,92,0,0
18233,2,2,1,9,69,0
18234,0,0,0,0,0,0
18235,0,0,0,0,0,0
18236,3,16,16,0,0,0
18237,0,0,0,0,0,0
18238,1,9,14,0,0,0
18239,0,0,0,0,0,0
18240,0,0,0,0,0,0
18241,10,25,45,51,12,1
18242,4,28,76,0,0,0
18243,0,0,0,0,0,0
18244,5,45,245,0,0,0
18245,0,0,0,0,0,0
18246,3,8,57,0,0,0
18247,0,0,0,0,0,0
18248,1,9,8,0,0,0
18249,8,24,23,0,0,0
18250,3,3,2,2,0,0
18251,4,38,144,258,0,0
18252,9,13,12,0,0,0
18253,0,0,0,0,0,0
18254,8,15,15,0,0,0
18255,0,0,0,0,0,0
18256,11,27,31,577,0,0
18257,0,0,0,0,0,0
18258,0,0,0,0,0,0
18259,0,0,0,0,0,0
18260,0,0,0,0,0,0
18261,0,0,0,0,0,0
18262,1,1,0,0,0,0
18263,6,21,0,0,0,0
18264,8,24,23,0,0,0
18265,0,0,0,0,0,0
18266,0,0,0,0,0,0
18267,8,63,113,0,0,0
18268,8,63,113,0,0,0
18269,3,3,2,2,0,0
18270,1,1,0,0,0,0
18271,0,0,0,0,0,0
18272,0,0,0,0,0,0
18273,0,0,0,0,0,0
18274,11,110,343,0,0,0
18275,8,34,41,23,0,0
18276,0,0,0,0,0,0
18277,0,0,0,0,0,0
18278,6,21,0,0,0,0
18279,0,0,0,0,0,0
18280,8,11,460,514,0,0
18281,8,11,43,0,0,0
18282,12,30,37,65,33,19
18283,0,0,0,0,0,0
18284,1,1,0,0,0,0
18285,3,3,2,5,1,0
18286,3,16,16,0,0,0
18287,1,17,143,0,0,0
18288,0,0,0,0,0,0
18289,1,17,143,0,0,0
18290,0,0,0,0,0,0
18291,0,0,0,0,0,0
18292,10,25,211,183,64,0
18293,0,0,0,0,0,0
18294,0,0,0,0,0,0
18295,0,0,0,0,0,0
18296,0,0,0,0,0,0
18297,0,0,0,0,0,0
18298,8,24,23,0,0,0
18299,4,28,175,238,0,0
18300,3,60,508,0,0,0
18301,0,0,0,0,0,0
18302,0,0,0,0,0,0
18303,0,0,0,0,0,0
18304,0,0,0,0,0,0
18305,0,0,0,0,0,0
18306,0,0,0,0,0,0
18307,0,0,0,0,0,0
18308,0,0,0,0,0,0
18309,0,0,0,0,0,0
18310,9,31,89,70,0,0
18311,0,0,0,0,0,0
18312,4,14,13,11,0,0
18313,0,0,0,0,0,0
18314,0,0,0,0,0,0
18315,0,0,0,0,0,0
18316,10,25,45,254,0,0
18317,1,9,483,543,0,0
18318,0,0,0,0,0,0
18319,15,46,283,578,0,0
18320,0,0,0,0,0,0
18321,0,0,0,0,0,0
18322,4,14,13,11,0,0
18323,1,1,0,0,0,0
18324,1,9,8,0,0,0
18325,3,3,2,2,0,0
18326,0,0,0,0,0,0
18327,1,17,169,0,0,0
18328,12,30,291,572,259,0
18329,0,0,0,0,0,0
18330,0,0,0,0,0,0
18331,1,9,30,0,0,0
18332,4,14,13,11,0,0
18333,0,0,0,0,0,0
18334,0,0,0,0,0,0
18335,0,0,0,0,0,0
18336,0,0,0,0,0,0
18337,9,31,80,64,0,0
18338,0,0,0,0,0,0
18339,3,3,2,5,39,0
18340,0,0,0,0,0,0
18341,6,19,0,0,0,0
18342,0,0,0,0,0,0
18343,1,1,0,0,0,0
18344,0,0,0,0,0,0
18345,0,0,0,0,0,0
18346,0,0,0,0,0,0
18347,0,0,0,0,0,0
18348,0,0,0,0,0,0
18349,11,27,100,579,0,0
18350,10,25,45,43,0,0
18351,0,0,0,0,0,0
18352,1,9,65,131,0,0
18353,5,6,5,0,0,0
18354,3,60,240,210,0,0
18355,15,46,305,421,0,0
18356,4,28,175,244,94,0
18357,0,0,0,0,0,0
18358,3,8,77,0,0,0
18359,1,29,34,0,0,0
18360,3,3,2,2,0,0
18361,0,0,0,0,0,0
18362,3,12,78,297,0,0
18363,10,25,211,318,136,0
18364,0,0,0,0,0,0
18365,0,0,0,0,0,0
18366,4,14,13,11,0,0
18367,0,0,0,0,0,0
18368,0,0,0,0,0,0
18369,0,0,0,0,0,0
18370,0,0,0,0,0,0
18371,0,0,0,0,0,0
18372,0,0,0,0,0,0
18373,17,55,218,280,149,0
18374,9,31,54,143,0,0
18375,2,2,47,302,0,0
18376,3,12,67,580,0,0
18377,8,24,46,0,0,0
18378,0,0,0,0,0,0
18379,1,1,0,0,0,0
18380,0,0,0,0,0,0
18381,1,1,0,0,0,0
18382,4,42,174,140,0,0
18383,0,0,0,0,0,0
18384,8,24,46,0,0,0
18385,0,0,0,0,0,0
18386,1,1,0,0,0,0
18387,0,0,0,0,0,0
18388,1,1,0,0,0,0
18389,0,0,0,0,0,0
18390,0,0,0,0,0,0
18391,4,26,152,209,80,0
18392,0,0,0,0,0,0
18393,8,24,23,0,0,0
18394,5,45,173,0,0,0
18395,0,0,0,0,0,0
18396,0,0,0,0,0,0
18397,5,40,182,0,0,0
18398,12,30,130,208,0,0
18399,0,0,0,0,0,0
18400,0,0,0,0,0,0
18401,0,0,0,0,0,0
18402,2,2,1,9,3,0
18403,5,22,21,0,0,0
18404,0,0,0,0,0,0
18405,1,9,66,0,0,0
18406,1,1,0,0,0,0
18407,1,1,0,0,0,0
18408,0,0,0,0,0,0
18409,0,0,0,0,0,0
18410,0,0,0,0,0,0
18411,0,0,0,0,0,0
18412,1,9,14,0,0,0
18413,4,14,38,284,0,0
18414,3,3,2,5,1,0
18415,4,42,63,73,0,0
18416,0,0,0,0,0,0
18417,0,0,0,0,0,0
18418,1,23,22,0,0,0
18419,0,0,0,0,0,0
18420,9,31,54,50,0,0
18421,1,9,157,0,0,0
18422,1,81,304,0,0,0
18423,0,0,0,0,0,0
18424,0,0,0,0,0,0
18425,4,14,116,117,0,0
18426,0,0,0,0,0,0
18427,0,0,0,0,0,0
18428,1,9,66,0,0,0
18429,13,61,370,0,0,0
18430,8,34,41,23,0,0
18431,0,0,0,0,0,0
18432,0,0,0,0,0,0
18433,4,14,38,284,0,0
18434,3,18,18,26,0,0
18435,0,0,0,0,0,0
18436,2,2,1,9,3,0
18437,9,31,54,97,0,0
18438,0,0,0,0,0,0
18439,4,121,509,0,0,0
18440,3,18,18,7,0,0
18441,5,39,62,0,0,0
18442,4,14,13,6,0,0
18443,0,0,0,0,0,0
18444,4,14,36,19,0,0
18445,0,0,0,0,0,0
18446,0,0,0,0,0,0
18447,0,0,0,0,0,0
18448,4,42,63,73,0,0
18449,1,9,8,0,0,0
18450,4,4,3,0,0,0
18451,0,0,0,0,0,0
18452,0,0,0,0,0,0
18453,0,0,0,0,0,0
18454,4,14,13,179,0,0
18455,9,31,80,64,0,0
18456,3,3,2,2,0,0
18457,0,0,0,0,0,0
18458,9,31,39,22,0,0
18459,0,0,0,0,0,0
18460,0,0,0,0,0,0
18461,0,0,0,0,0,0
18462,0,0,0,0,0,0
18463,0,0,0,0,0,0
18464,2,2,1,9,3,0
18465,4,14,13,101,0,0
18466,4,28,33,18,0,0
18467,1,1,0,0,0,0
18468,3,12,105,108,0,0
18469,0,0,0,0,0,0
18470,0,0,0,0,0,0
18471,0,0,0,0,0,0
18472,0,0,0,0,0,0
18473,8,36,44,0,0,0
18474,0,0,0,0,0,0
18475,3,18,18,7,0,0
18476,2,20,232,203,0,0
18477,0,0,0,0,0,0
18478,0,0,0,0,0,0
18479,6,21,0,0,0,0
18480,0,0,0,0,0,0
18481,1,9,8,0,0,0
18482,0,0,0,0,0,0
18483,0,0,0,0,0,0
18484,0,0,0,0,0,0
18485,4,14,13,109,40,0
18486,12,30,130,138,0,0
18487,0,0,0,0,0,0
18488,8,84,187,0,0,0
18489,3,8,77,0,0,0
